web_scraper_order,web_scraper_start_url,type shoes,price,address,image_link
"1765192621-3888","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","100% leather moccasins","19,900 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_3774377_uploaded_image1_1657103218.jpg"
"1765192621-3889","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","100% leather moccasins","19,900 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_3774382_uploaded_image1_1657103360.jpg"
"1765192621-3890","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Jordan 1 sneakers","25,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3810125_uploaded_image1_1659425997.jpg"
"1765192621-3891","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Adidas sneakers","15,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_3810118_uploaded_image1_1659425889.jpg"
"1765192621-3892","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Air Force sneakers","15,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_3810098_uploaded_image2_1659425204.jpeg"
"1765192621-3893","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Adidas shoes","20,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_3810093_uploaded_image1_1659425092.jpg"
"1765192621-3894","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","20,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3770527_uploaded_image1_1656893074.jpg"
"1765192621-3895","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","13,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3770524_uploaded_image1_1656892941.jpg"
"1765192621-3896","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","13,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3769225_uploaded_image1_1656802456.jpg"
"1765192621-3897","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","13,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3769213_uploaded_image1_1656802189.jpg"
"1765192621-3898","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","35,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3809103_uploaded_image1_1659369972.jpg"
"1765192621-3899","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","Price on request","Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_3772928_uploaded_image4_1657023698.jpeg"
"1765192621-3900","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Jordan sneakers","20,000 CFA","Sicap Liberté, Dakar, Senegal","https://images.coinafrique.com/thumb_3807692_uploaded_image3_1659307074.jpeg"
"1765192621-3901","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Adidas sneakers","13,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3767382_uploaded_image1_1656708385.jpg"
"1765192621-3902","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Nike Air Force One Shoes","15,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3807480_uploaded_image1_1659295636.jpg"
"1765192621-3903","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Orthopedic Shoe","Price on request","Guediawaye, Dakar, Senegal","https://images.coinafrique.com/thumb_3807396_uploaded_image1_1659289175.jpg"
"1765192621-3904","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3771724_uploaded_image1_1656951073.jpg"
"1765192621-3905","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Unisex shoes","24,000 CFA","Pikine, Senegal","https://images.coinafrique.com/thumb_3807279_uploaded_image1_1659282527.jpg"
"1765192621-3906","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Jordan 4 sneakers","22,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3806986_uploaded_image1_1659263661.jpg"
"1765192621-3907","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","20,000 CFA","Pikine, Senegal","https://images.coinafrique.com/thumb_3806203_uploaded_image1_1659191353.jpg"
"1765192621-3908","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3774812_uploaded_image1_1657114813.jpg"
"1765192621-3909","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3801833_uploaded_image1_1658924648.jpg"
"1765192621-3910","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's loafers","13,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3765481_uploaded_image1_1656631363.jpg"
"1765192621-3911","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_3765485_uploaded_image1_1656631423.jpg"
"1765192621-3912","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Nike sneakers","15,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3765489_uploaded_image1_1656631511.jpg"
"1765192621-3913","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Nike sneakers","15,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3765471_uploaded_image1_1656630906.jpg"
"1765192621-3914","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Adidas sneakers","13,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3765473_uploaded_image1_1656630956.jpg"
"1765192621-3915","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Yeeezy Slide Shoes","25,000 CFA","Mbao, Dakar, Senegal","https://images.coinafrique.com/thumb_3805509_uploaded_image1_1659132312.jpg"
"1765192621-3916","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Jordan 8 Shoe","30,000 CFA","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_3805499_uploaded_image1_1659131738.jpg"
"1765192621-3917","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Yeezy Sandals","10,000 CFA","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_3797966_uploaded_image1_1658694616.jpg"
"1765192621-3918","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3784706_uploaded_image1_1657814747.jpg"
"1765192621-3919","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3784704_uploaded_image1_1657814659.jpg"
"1765192621-3920","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3777935_uploaded_image1_1657290415.jpg"
"1765192621-3921","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's sneakers","45,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3768453_uploaded_image1_1656768901.jpg"
"1765192621-3922","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Versace shoes","25,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_3804628_uploaded_image1_1659092285.jpg"
"1765192621-3923","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Reebok men's shoes","30,000 CFA","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_3804551_uploaded_image1_1659089210.jpg"
"1765192621-3924","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Air Force One shoes","20,000 CFA","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_3804120_uploaded_image2_1659045615.jpeg"
"1765192621-3925","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's sneakers","25,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3762612_uploaded_image1_1656453317.jpg"
"1765192621-3926","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","13,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3762700_uploaded_image1_1656459528.jpg"
"1765192621-3927","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's loafers","14,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3762617_uploaded_image1_1656453453.jpg"
"1765192621-3928","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Adidas sneakers","25,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3803938_uploaded_image1_1659033883.jpg"
"1765192621-3929","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Adidas sneakers","25,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3803933_uploaded_image1_1659033304.jpg"
"1765192621-3930","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Berluti shoes","50,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3803910_uploaded_image1_1659032550.jpg"
"1765192621-3931","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Lacoste men's shoes","22,000 CFA","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_3803815_uploaded_image1_1659026969.jpg"
"1765192621-3932","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Leather and suede moccasins","17,000 CFA","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_3778059_uploaded_image1_1657296819.jpg"
"1765192621-3933","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Adidas men's shoes","17,000 CFA","Sicap Liberté, Dakar, Senegal","https://images.coinafrique.com/thumb_3803718_uploaded_image1_1659023164.jpg"
"1765192621-3934","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","25,000 CFA","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_3802852_uploaded_image1_1658973232.jpg"
"1765192621-3935","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Adidas shoes","25,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_3802796_uploaded_image2_1658967618.jpeg"
"1765192621-3936","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Converse All Star Shoes","Price on request","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_3768817_uploaded_image1_1656782640.jpg"
"1765192621-3937","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's sandals","18,000 CFA","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_3776709_uploaded_image1_1657209804.jpg"
"1765192621-3938","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","18,000 CFA","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_3802099_uploaded_image1_1658933756.jpg"
"1765192621-3939","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Adidas sneakers","20,000 CFA","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_3800773_uploaded_image1_1658858982.jpg"
"1765192621-3940","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","18,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3800481_uploaded_image1_1658847987.jpg"
"1765192621-3941","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","18,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3800464_uploaded_image1_1658847622.jpg"
"1765192621-3942","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's crampons","15,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3800459_uploaded_image1_1658847507.jpg"
"1765192621-3943","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","25,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3800415_uploaded_image1_1658845867.jpg"
"1765192621-3944","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's loafers","25,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3800401_uploaded_image1_1658845419.jpg"
"1765192621-3945","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Nike Air sneakers","25,000 CFA","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_3786415_uploaded_image1_1657923183.jpg"
"1765192621-3946","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Adidas shoes","22,000 CFA","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_3792853_uploaded_image1_1658352683.jpg"
"1765192621-3947","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Adidas Gazelle Shoes","15,000 CFA","Sicap Liberté, Dakar, Senegal","https://images.coinafrique.com/thumb_3765315_uploaded_image1_1656621061.jpg"
"1765192621-3948","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's sneakers","15,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_3799170_uploaded_image1_1658773436.jpg"
"1765192621-3949","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","20,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_3798780_uploaded_image1_1658756912.jpg"
"1765192621-3950","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's sandals","1,500 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_3798230_uploaded_image1_1658735130.jpg"
"1765192621-3951","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Yeezy Slide","15,000 CFA","Greater Dakar, Dakar, Senegal","https://images.coinafrique.com/thumb_3798155_uploaded_image1_1658715928.jpg"
"1765192621-3952","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's shoes","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3761392_uploaded_image1_1656377402.jpg"
"1765192621-3953","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Men's leather sandals","14,000 CFA","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_3772285_uploaded_image1_1656983141.jpg"
"1765192621-3954","https://sn.coinafrique.com/categorie/chaussures-homme?page=52","Timberland shoes","22,000 CFA","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_3763984_uploaded_image1_1656543467.jpg"
"1765192851-3955","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's sneakers","20,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3846111_uploaded_image1_1661427354.jpg"
"1765192851-3956","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's shoes","20,000 CFA","Patte d'oie, Dakar, Senegal","https://images.coinafrique.com/thumb_3844905_uploaded_image2_1661356071.jpeg"
"1765192851-3957","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Nike Air Force 1 Shoes","15,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_3844904_uploaded_image1_1661356039.jpg"
"1765192851-3958","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's fly swatters","2,500 CFA","Ouakam, Dakar, Senegal","https://images.coinafrique.com/thumb_3844738_uploaded_image1_1661350645.jpg"
"1765192851-3959","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Air Jordan sneakers","13,500 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3843862_uploaded_image1_1661301711.jpg"
"1765192851-3960","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's sneakers","20,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3841650_uploaded_image1_1661191116.jpg"
"1765192851-3961","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Air Jordan sneakers","14,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3840664_uploaded_image1_1661154322.jpg"
"1765192851-3962","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Adidas Gazelle Shoes","Price on request","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_3840564_uploaded_image1_1661131393.jpg"
"1765192851-3963","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Air Jordan sneakers","20,000 CFA","Medina, Dakar, Senegal","https://images.coinafrique.com/thumb_3840078_uploaded_image1_1661099296.jpg"
"1765192851-3964","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Nike Air Force 1 Shoes","12,500 CFA","Medina, Dakar, Senegal","https://images.coinafrique.com/thumb_3840070_uploaded_image1_1661099157.jpg"
"1765192851-3965","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Orthopedic shoes","Price on request","Guediawaye, Dakar, Senegal","https://images.coinafrique.com/thumb_3840036_uploaded_image1_1661097732.jpg"
"1765192851-3966","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Nike Air Force 1 Shoes","15,000 CFA","Pikine, Senegal","https://images.coinafrique.com/thumb_3839370_uploaded_image1_1661030950.jpg"
"1765192851-3967","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's shoes","60,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3837926_uploaded_image1_1660933552.jpg"
"1765192851-3968","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Louis Vuitton shoes","20,000 CFA","Medina, Dakar, Senegal","https://images.coinafrique.com/thumb_3837631_uploaded_image1_1660922864.jpg"
"1765192851-3969","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's loafers","15,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3836854_uploaded_image1_1660885437.jpg"
"1765192851-3970","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Nike Tiempo sneakers","15,000 CFA","Sipres, Dakar, Senegal","https://images.coinafrique.com/thumb_3835058_uploaded_image1_1660774627.jpg"
"1765192851-3971","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's shoes","20,000 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_3834838_uploaded_image1_1660763447.jpg"
"1765192851-3972","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's shoes","15,000 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_3834834_uploaded_image1_1660763079.jpg"
"1765192851-3973","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Nike Air Max 97 sneakers","8,500 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_3834280_uploaded_image1_1660743505.jpg"
"1765192851-3974","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's shoes","20,000 CFA","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_3832862_uploaded_image2_1660671957.jpeg"
"1765192851-3975","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's shoes","27,000 CFA","Medina, Dakar, Senegal","https://images.coinafrique.com/thumb_3832664_uploaded_image1_1660665165.jpg"
"1765192851-3976","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Jordan 11 sneakers","35,000 CFA","Greater Dakar, Dakar, Senegal","https://images.coinafrique.com/thumb_3832405_uploaded_image1_1660656061.jpg"
"1765192851-3977","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Gucci sandals","5,000 CFA","Medina, Dakar, Senegal","https://images.coinafrique.com/thumb_3832402_uploaded_image1_1660656023.jpg"
"1765192851-3978","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Gucci fly swatters","5,000 CFA","Medina, Dakar, Senegal","https://images.coinafrique.com/thumb_3832230_uploaded_image1_1660651053.jpg"
"1765192851-3979","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Jordan 1 Basketballs","24,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_3830969_uploaded_image1_1660568222.jpg"
"1765192851-3980","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Nike Air Max sneakers","22,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_3830968_uploaded_image1_1660568111.jpg"
"1765192851-3981","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's shoes","25,000 CFA","Point E, Dakar, Senegal","https://images.coinafrique.com/thumb_3830649_uploaded_image1_1660555005.jpg"
"1765192851-3982","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Nike Air Force 1 sneakers","12,500 CFA","Medina, Dakar, Senegal","https://images.coinafrique.com/thumb_3829342_uploaded_image1_1660430310.jpg"
"1765192851-3983","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's shoes","125,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3829108_uploaded_image1_1660417458.jpg"
"1765192851-3984","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's shoes","35,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3829029_uploaded_image3_1660412770.jpeg"
"1765192851-3985","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Balenciaga shoes","25,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3828962_uploaded_image1_1660409448.jpg"
"1765192851-3986","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's orthopedic sandals","10,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_3828662_uploaded_image1_1660398422.jpg"
"1765192851-3987","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Air Jordan sneakers","13,500 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3828230_uploaded_image1_1660378236.jpg"
"1765192851-3988","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's fly swatters","5,000 CFA","Pikine, Senegal","https://images.coinafrique.com/thumb_3827262_uploaded_image1_1660311783.jpg"
"1765192851-3989","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Air Jordan 4 sneakers","25,000 CFA","Pikine, Senegal","https://images.coinafrique.com/thumb_3827255_uploaded_image1_1660311509.jpg"
"1765192851-3990","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Yeezy Shoes","17,000 CFA","Pikine, Senegal","https://images.coinafrique.com/thumb_3827248_uploaded_image1_1660311341.jpg"
"1765192851-3991","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Nike sneakers","Price on request","Greater Dakar, Dakar, Senegal","https://images.coinafrique.com/thumb_3826517_uploaded_image1_1660263084.jpg"
"1765192851-3992","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's shoes","30,000 CFA","Point E, Dakar, Senegal","https://images.coinafrique.com/thumb_3825564_uploaded_image1_1660223421.jpg"
"1765192851-3993","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's shoes","25,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3825422_uploaded_image1_1660219052.jpg"
"1765192851-3994","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Nike shoes","20,000 CFA","Biscuit factory, Dakar, Senegal","https://images.coinafrique.com/thumb_3824843_uploaded_image1_1660190842.jpg"
"1765192851-3995","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's sneakers","Price on request","Ngor, Dakar, Senegal","https://images.coinafrique.com/thumb_3824448_uploaded_image1_1660163260.jpg"
"1765192851-3996","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's shoes","50,000 CFA","Medina, Dakar, Senegal","https://images.coinafrique.com/thumb_3824179_uploaded_image2_1660150775.jpeg"
"1765192851-3997","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's fly swatters","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3823756_uploaded_image1_1660134103.jpg"
"1765192851-3998","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's fly swatters","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3823754_uploaded_image1_1660134031.jpg"
"1765192851-3999","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's shoes","Price on request","Patte d'oie, Dakar, Senegal","https://images.coinafrique.com/thumb_3822937_uploaded_image1_1660079771.jpg"
"1765192851-4000","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's loafers","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3792576_uploaded_image1_1658336396.jpg"
"1765192851-4001","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's shoes","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3792560_uploaded_image1_1658335985.jpg"
"1765192851-4002","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's shoes","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3792549_uploaded_image1_1658335468.jpg"
"1765192851-4003","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's shoes","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3792537_uploaded_image1_1658335022.jpg"
"1765192851-4004","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's shoes","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3792532_uploaded_image1_1658334814.jpg"
"1765192851-4005","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's shoes","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3792517_uploaded_image1_1658334192.jpg"
"1765192851-4006","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's sneakers","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3792510_uploaded_image1_1658333821.jpg"
"1765192851-4007","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Orthopedic shoes","Price on request","Guediawaye, Dakar, Senegal","https://images.coinafrique.com/thumb_3822451_uploaded_image1_1660059160.jpg"
"1765192851-4008","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's sneakers","15,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3821957_uploaded_image1_1660043602.jpg"
"1765192851-4009","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's sneakers","24,000 CFA","Mermoz-Sacré Coeur, Dakar, Senegal","https://images.coinafrique.com/thumb_3821653_uploaded_image1_1660031788.jpg"
"1765192851-4010","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's sneakers","24,000 CFA","Mermoz-Sacré Coeur, Dakar, Senegal","https://images.coinafrique.com/thumb_3821648_uploaded_image1_1660031629.jpg"
"1765192851-4011","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Louis Vuitton Air Force 1","30,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_3821093_uploaded_image1_1659982937.jpg"
"1765192851-4012","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's shoes","20,000 CFA","West Fairgrounds, Dakar, Senegal","https://images.coinafrique.com/thumb_3820985_uploaded_image1_1659978578.jpg"
"1765192851-4013","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","New Balance shoes","6,000 CFA","Pikine, Senegal","https://images.coinafrique.com/thumb_3820800_uploaded_image1_1659971848.jpg"
"1765192851-4014","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Orthopedic shoe","10,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3820763_uploaded_image1_1659970405.jpg"
"1765192851-4015","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Nike Dunk sneakers","30,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_3819152_uploaded_image1_1659876591.jpg"
"1765192851-4016","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's sneakers","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_3778180_uploaded_image1_1657303672.jpg"
"1765192851-4017","https://sn.coinafrique.com/categorie/chaussures-homme?page=51","Men's sneakers","13,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3778192_uploaded_image1_1657304103.jpg"
