web_scraper_order,web_scraper_start_url,type_clothes,price,address,image_link
"1765232004-1085","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Girls' outfit","2,000 CFA","Sicap Liberté, Dakar, Senegal","https://images.coinafrique.com/thumb_3072126_uploaded_image1_1619012521.jpg"
"1765232004-1086","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Girls' outfit","2,000 CFA","Sicap Liberté, Dakar, Senegal","https://images.coinafrique.com/thumb_3072113_uploaded_image1_1619012309.jpg"
"1765232004-1087","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Children's clothing","15,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_3067708_uploaded_image1_1618829674.jpg"
"1765232004-1088","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Baby bodysuit","10,000 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_3067317_uploaded_image1_1618813231.jpg"
"1765232004-1089","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Baby romper","3,000 CFA","Rufisque, Senegal","https://images.coinafrique.com/thumb_3067315_uploaded_image1_1618813047.jpg"
"1765232004-1090","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Children's set","7,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3061627_uploaded_image1_1618503756.jpg"
"1765232004-1091","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Children's clothing set","7,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3061615_uploaded_image1_1618503481.jpg"
"1765232004-1092","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Baby set","7,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3061601_uploaded_image1_1618503055.jpg"
"1765232004-1093","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Lacoste children","5,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3057300_uploaded_image1_1618332021.jpg"
"1765232004-1094","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Children's trousers","3,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3056602_uploaded_image1_1618315072.jpg"
"1765232004-1095","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Children's clothing","3,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3056595_uploaded_image1_1618314916.jpg"
"1765232004-1096","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Children's trousers","2,500 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3056588_uploaded_image1_1618314847.jpg"
"1765232004-1097","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Children's dress","3,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3056583_uploaded_image1_1618314776.jpg"
"1765232004-1098","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Children's dress","2,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3056578_uploaded_image1_1618314619.jpg"
"1765232004-1099","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","children's t-shirt","2,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3056575_uploaded_image1_1618314552.jpg"
"1765232004-1100","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Children's clothing","3,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3056574_uploaded_image1_1618314483.jpg"
"1765232004-1101","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","children's jacket set","6,500 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_3053772_uploaded_image1_1618187520.jpg"
"1765232004-1102","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","children's t-shirt","10,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3051993_uploaded_image1_1618077955.jpg"
"1765232004-1103","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Bodysuit and tights set","2,500 CFA","Ouakam, Dakar, Senegal","https://images.coinafrique.com/thumb_3043879_uploaded_image1_1617740872.jpg"
"1765232004-1104","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Children's clothing","500 CFA","Ouakam, Dakar, Senegal","https://images.coinafrique.com/thumb_3041195_uploaded_image1_1617633853.jpg"
"1765232004-1105","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Children's clothing","1,000 CFA","Ouakam, Dakar, Senegal","https://images.coinafrique.com/thumb_3041189_uploaded_image1_1617633624.jpg"
"1765232004-1106","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Children's Sets","Price on request","Dakar Plateau, Dakar, Senegal","https://images.coinafrique.com/thumb_3038305_uploaded_image1_1617474792.jpg"
"1765232004-1107","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Baptism set","15,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3038303_uploaded_image1_1617474759.jpg"
"1765232004-1108","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Children's Set","15,000 CFA","Mermoz-Sacré Coeur, Dakar, Senegal","https://images.coinafrique.com/thumb_3038014_uploaded_image1_1617463542.jpg"
"1765232004-1109","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Children's clothing","15,000 CFA","Mermoz-Sacré Coeur, Dakar, Senegal","https://images.coinafrique.com/thumb_3038010_uploaded_image1_1617463363.jpg"
"1765232004-1110","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Children's set","15,000 CFA","Mermoz-Sacré Coeur, Dakar, Senegal","https://images.coinafrique.com/thumb_3037998_uploaded_image1_1617463131.jpg"
"1765232004-1111","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Onesie","1,000 CFA","Ouakam, Dakar, Senegal","https://images.coinafrique.com/thumb_3037698_uploaded_image1_1617454183.jpg"
"1765232004-1112","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","child's bodysuit","500 CFA","Ouakam, Dakar, Senegal","https://images.coinafrique.com/thumb_3037697_uploaded_image1_1617454125.jpg"
"1765232004-1113","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Children's outfits + hat","1,500 CFA","Ouakam, Dakar, Senegal","https://images.coinafrique.com/thumb_3037692_uploaded_image1_1617454021.jpg"
"1765232004-1114","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Children's set","2,500 CFA","Ouakam, Dakar, Senegal","https://images.coinafrique.com/thumb_3037689_uploaded_image1_1617453933.jpg"
"1765232004-1115","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Baby set","9,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3035855_uploaded_image1_1617379859.jpg"
"1765232004-1116","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","children's jacket set","8,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_3035799_uploaded_image2_1617378839.jpeg"
"1765232004-1117","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Romper","1,000 CFA","Ouakam, Dakar, Senegal","https://images.coinafrique.com/thumb_3033102_uploaded_image1_1617286526.jpg"
"1765232004-1118","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Children's set","2,000 CFA","Ouakam, Dakar, Senegal","https://images.coinafrique.com/thumb_3033057_uploaded_image1_1617285824.jpg"
"1765232004-1119","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Girl's dress","11,500 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3032229_uploaded_image1_1617269385.jpg"
"1765232004-1120","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Baby set","6,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3032224_uploaded_image1_1617269304.jpg"
"1765232188-1121","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Baby set","7,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3396563_uploaded_image1_1634810875.jpg"
"1765232188-1122","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Baby romper","6,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3374507_uploaded_image1_1633645210.jpg"
"1765232188-1123","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Baby items","Price on request","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3395767_uploaded_image1_1634755870.jpg"
"1765232188-1124","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Baby dress","1,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3395494_uploaded_image1_1634745752.jpg"
"1765232188-1125","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Baby clothes","1,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3395485_uploaded_image3_1634745594.jpeg"
"1765232188-1126","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's clothing","2,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3395480_uploaded_image1_1634745484.jpg"
"1765232188-1127","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Baby romper","Price on request","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3340891_uploaded_image1_1631956848.jpg"
"1765232188-1128","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Baby romper","Price on request","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3340897_uploaded_image1_1631956928.jpg"
"1765232188-1129","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's clothing","Price on request","Ouakam, Dakar, Senegal","https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg"
"1765232188-1130","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","children's thrift store shorts","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3365569_uploaded_image1_1633264344.jpg"
"1765232188-1131","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","children's thrift store jeans","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3365568_uploaded_image1_1633264290.jpg"
"1765232188-1132","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","children's thrift store jeans","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3365566_uploaded_image1_1633264236.jpg"
"1765232188-1133","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","children's thrift store jeans","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3365564_uploaded_image1_1633264163.jpg"
"1765232188-1134","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Thrift store shorts","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3365562_uploaded_image1_1633264117.jpg"
"1765232188-1135","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's underwear","Price on request","Mermoz-Sacré Coeur, Dakar, Senegal","https://images.coinafrique.com/thumb_3347857_uploaded_image1_1632316849.jpg"
"1765232188-1136","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's T-shirt","4,000 CFA","Tambacounda, Senegal","https://images.coinafrique.com/thumb_3344999_uploaded_image1_1632183344.jpg"
"1765232188-1137","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Baby set","Price on request","Mermoz-Sacré Coeur, Dakar, Senegal","https://images.coinafrique.com/thumb_3342098_uploaded_image1_1632007227.jpg"
"1765232188-1138","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's clothing","4,000 CFA","Mermoz-Sacré Coeur, Dakar, Senegal","https://images.coinafrique.com/thumb_3339695_uploaded_image1_1631884032.jpg"
"1765232188-1139","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's dress","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_3338087_uploaded_image1_1631803844.jpg"
"1765232188-1140","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's trousers","5,000 CFA","Mermoz-Sacré Coeur, Dakar, Senegal","https://images.coinafrique.com/thumb_3334446_uploaded_image1_1631630022.jpg"
"1765232188-1141","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's trousers","5,000 CFA","Mermoz-Sacré Coeur, Dakar, Senegal","https://images.coinafrique.com/thumb_3334439_uploaded_image1_1631629866.jpg"
"1765232188-1142","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's clothing","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_3330818_uploaded_image1_1631454754.jpg"
"1765232188-1143","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's jersey","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_3323046_uploaded_image1_1631093504.jpg"
"1765232188-1144","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Child's Hijab","1,500 CFA","Sicap Liberté, Dakar, Senegal","https://images.coinafrique.com/thumb_3319762_uploaded_image1_1630942932.jpg"
"1765232188-1145","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Boys' Set","15,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3312390_uploaded_image1_1630601676.jpg"
"1765232188-1146","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Boys' Set","10,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3312388_uploaded_image1_1630601614.jpg"
"1765232188-1147","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Boys' Set","15,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3312381_uploaded_image1_1630601429.jpg"
"1765232188-1148","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Boy's Suit Set","22,500 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3312379_uploaded_image1_1630601374.jpg"
"1765232188-1149","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Dresses","6,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_3309778_uploaded_image1_1630514175.jpg"
"1765232188-1150","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's dress","3,000 CFA","Sicap Liberté, Dakar, Senegal","https://images.coinafrique.com/thumb_3308950_uploaded_image1_1630499428.jpg"
"1765232188-1151","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's clothing","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_3306671_uploaded_image1_1630416750.jpg"
"1765232188-1152","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Pimkie shirts","2,500 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3303661_uploaded_image1_1630249960.jpg"
"1765232188-1153","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's underwear","Price on request","Mermoz-Sacré Coeur, Dakar, Senegal","https://images.coinafrique.com/thumb_3298165_uploaded_image1_1629920561.jpg"
"1765232188-1154","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's wax print dress","12,000 CFA","Ngor, Dakar, Senegal","https://images.coinafrique.com/thumb_3292897_uploaded_image1_1629649247.jpg"
"1765232188-1155","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Girl's dress","6,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3292529_uploaded_image1_1629627801.jpg"
"1765232188-1156","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Girls' Dresses","6,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3292525_uploaded_image1_1629627694.jpg"
"1765232188-1157","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","3-piece set for boys","15,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3288163_uploaded_image1_1629374065.jpg"
"1765232188-1158","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Boys' 3-piece set","15,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3288161_uploaded_image1_1629373998.jpg"
"1765232188-1159","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's clothing","Price on request","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_3284080_uploaded_image1_1629189917.jpg"
"1765232188-1160","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's second-hand clothes","Price on request","Hann Bel-Air, Dakar, Senegal","https://images.coinafrique.com/thumb_3269998_uploaded_image1_1628452686.jpg"
"1765232188-1161","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","2-piece children's jumpsuit set","7,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_3268417_uploaded_image1_1628359055.jpg"
"1765232188-1162","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's dresses","4,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3266560_uploaded_image1_1628269772.jpg"
"1765232188-1163","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Second-hand clothes","Price on request","Hann Bel-Air, Dakar, Senegal","https://images.coinafrique.com/thumb_3252830_uploaded_image1_1627680137.jpg"
"1765232188-1164","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's underwear","Price on request","Keur Massar, Senegal","https://images.coinafrique.com/thumb_3250923_uploaded_image1_1627575838.jpg"
"1765232188-1165","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's dress","12,000 CFA","Ngor, Dakar, Senegal","https://images.coinafrique.com/thumb_3246336_uploaded_image1_1627341068.jpg"
"1765232188-1166","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's swimsuit","5,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_3243385_uploaded_image1_1627145773.jpg"
"1765232188-1167","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Girls' shorts set","8,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_3243381_uploaded_image1_1627145505.jpg"
"1765232188-1168","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's Set","Price on request","Mbao, Dakar, Senegal","https://images.coinafrique.com/thumb_3225642_uploaded_image1_1626171489.jpg"
"1765232188-1169","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's dress","Price on request","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3223803_uploaded_image1_1626088912.jpg"
"1765232188-1170","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's dress","Price on request","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3223798_uploaded_image1_1626088863.jpg"
"1765232188-1171","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's dress","Price on request","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3223774_uploaded_image1_1626088433.jpg"
"1765232188-1172","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's dress","3,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3222211_uploaded_image1_1626008052.jpg"
"1765232188-1173","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's set","Price on request","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3221637_uploaded_image1_1625954553.jpg"
"1765232188-1174","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's Djellaba","5,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_3201236_uploaded_image1_1625141023.jpg"
"1765232188-1175","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's clothing","2,500 CFA","Ziguinchor, Senegal","https://images.coinafrique.com/thumb_3199217_uploaded_image1_1625065031.jpg"
"1765232188-1176","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's boubou","1,000 CFA","Ziguinchor, Senegal","https://images.coinafrique.com/thumb_3199201_uploaded_image1_1625064316.jpg"
"1765232188-1177","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's Underwear","Price on request","Fass, Dakar, Senegal","https://images.coinafrique.com/thumb_3198270_uploaded_image1_1625015464.jpg"
"1765232188-1178","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Baby clothes","Price on request","Mermoz-Sacré Coeur, Dakar, Senegal","https://images.coinafrique.com/thumb_3192618_uploaded_image1_1624700331.jpg"
"1765232188-1179","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Clothing set","Price on request","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_3186865_uploaded_image1_1624408771.jpg"
"1765232188-1180","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's underwear","5,000 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_3186113_uploaded_image1_1624378022.jpg"
"1765232188-1181","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","children's t-shirt","1,500 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_3186107_uploaded_image1_1624377710.jpg"
"1765232188-1182","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Girl's dress","12,000 CFA","Parcelle Assainies, Dakar, Senegal","https://images.coinafrique.com/thumb_3178371_uploaded_image1_1623973004.jpg"
"1765232188-1183","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's dresses","Price on request","Dakar, Senegal","https://images.coinafrique.com/thumb_3176544_uploaded_image1_1623885930.jpg"
"1765232188-1184","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","children's thrift store jeans","2,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3174226_uploaded_image1_1623782700.jpg"
"1765232188-1185","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's thrift store dress","2,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3174224_uploaded_image1_1623782622.jpg"
"1765232188-1186","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's thrift store dresses","2,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3174220_uploaded_image1_1623782572.jpg"
"1765232188-1187","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's thrift store dress","2,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3174219_uploaded_image1_1623782525.jpg"
"1765232188-1188","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's Set","3,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3174216_uploaded_image1_1623782453.jpg"
"1765232188-1189","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Second-hand dress - children","2,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3174214_uploaded_image1_1623782405.jpg"
"1765232188-1190","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's Set","3,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3174209_uploaded_image1_1623782334.jpg"
"1765232188-1191","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's thrift store jeans","2,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3174207_uploaded_image1_1623782291.jpg"
"1765232188-1192","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Second-hand jeans","2,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3174201_uploaded_image1_1623782246.jpg"
"1765232188-1193","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's thrift store shirt and pants set","3,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3174199_uploaded_image2_1623782190.jpeg"
"1765232188-1194","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","girl's dress","7,000 CFA","Cambérène, Dakar, Senegal","https://images.coinafrique.com/thumb_3172225_uploaded_image1_1623704262.jpg"
"1765232188-1195","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's clothing","4,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3163009_uploaded_image1_1623254458.jpg"
"1765232188-1196","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's clothing","30,000 CFA","Toubab Dialao, Senegal","https://images.coinafrique.com/thumb_3160326_uploaded_image1_1623155200.jpg"
"1765232188-1197","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Summer baby outfit","5,500 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_3156533_uploaded_image1_1622995117.jpg"
"1765232188-1198","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Summer set with baby bib","5,500 CFA","Grand Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_3156529_uploaded_image1_1622995007.jpg"
"1765232188-1199","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Baby set","4,000 CFA","HLM, Dakar, Senegal","https://images.coinafrique.com/thumb_3153951_uploaded_image1_1622847447.jpg"
"1765232188-1200","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's dress","15,000 CFA","Mbao, Dakar, Senegal","https://images.coinafrique.com/thumb_3147894_uploaded_image1_1622636034.jpg"
"1765232188-1201","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's clothing","1,500 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3138756_uploaded_image2_1622223312.jpeg"
"1765232188-1202","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's clothing","1,500 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3138754_uploaded_image1_1622223222.jpg"
"1765232188-1203","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's clothing","1,500 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3138750_uploaded_image1_1622223144.jpg"
"1765232188-1204","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Children's clothing","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3138747_uploaded_image1_1622223048.jpg"
"1765232380-1205","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Personalized children's bathrobe","12,000 CFA","Medina, Dakar, Senegal","https://images.coinafrique.com/thumb_3563684_uploaded_image1_1644584292.jpg"
"1765232380-1206","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Children's clothing","8,000 CFA","Dieuppeul-Derklé, Dakar, Senegal","https://images.coinafrique.com/thumb_3601827_uploaded_image1_1646873978.jpg"
"1765232380-1207","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Children's clothing","1,500 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3600538_uploaded_image1_1646825050.jpg"
"1765232380-1208","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Children's clothing","2,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3600535_uploaded_image2_1646824967.jpeg"
"1765232380-1209","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Children's clothing","2,000 CFA","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3600530_uploaded_image2_1646824909.jpeg"
"1765232380-1210","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Children's clothing","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3600527_uploaded_image1_1646824864.jpg"
"1765232380-1211","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Children's thrift store","Price on request","Colobane, Dakar, Senegal","https://images.coinafrique.com/thumb_3600524_uploaded_image1_1646824802.jpg"
"1765232380-1212","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Baby clothes","1,500 CFA","Yoff, Dakar, Senegal","https://images.coinafrique.com/thumb_3599090_uploaded_image1_1646743024.jpg"
"1765232380-1213","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Zara children's trousers","5,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3598377_uploaded_image1_1646692365.jpg"
"1765232380-1214","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Children's Jacket Set","15,000 CFA","Dakar, Senegal","https://images.coinafrique.com/thumb_3594235_uploaded_image1_1646433088.jpg"
"1765232380-1215","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Baby clothes","10,000 CFA","Keur Massar, Senegal","https://images.coinafrique.com/thumb_3588188_uploaded_image1_1646153533.jpg"
